coin,symbol,price,change_1h,change_24h,change_7d,volume_24h,market_cap,date,price_normalized,volume_24h_normalized,market_cap_normalized
MaidSafeCoin,MAID,0.29492,0.023,0.01,0.045,3041.72,132775927.0,2022-03-16,7.1552530896881485e-06,5.250231506911347e-08,8.634598845771275e-05
Prometeus,PROM,7.96,0.017,0.008,0.015,1069360.0,130200675.0,2022-03-16,0.00019312293120132137,1.8457936839126278e-05,8.302741461856306e-05
Iron Bank EURO,IBEUR,1.08,0.0,-0.004,0.009,95258.1,130044220.0,2022-03-16,2.620260872483886e-05,1.6442245765833536e-06,8.282580038042087e-05
Metadium,META,0.076908861633,0.0069999999999999,-0.036,0.046,32828560.0,129878030.0,2022-03-16,1.8659377525246765e-06,0.0005666449904610865,8.261164122771336e-05
Sperax,SPA,0.166557,0.008,-0.017,-0.021,464074.0,129752776.0,2022-03-16,4.040951730088043e-06,8.010257145096775e-06,8.245023385956111e-05
iExec RLC,RLC,1.81,0.019,0.057,0.075,6449965.0,129524554.0,2022-03-16,4.391363131318656e-05,0.00011133112009479981,8.215613776383206e-05
DUSK Network,DUSK,0.325281,0.021,-0.046,-0.038,27805515.0,129420731.0,2022-03-16,7.891861797639964e-06,0.0004799435546956856,8.202234724868945e-05
DEAPCOIN,DEP,0.027606422572,0.004,-0.009,-0.133,5292541.0,128916638.0,2022-03-16,6.697780102369951e-07,9.135313411431719e-05,8.137275262948382e-05
StormX,STMX,0.01399186433,0.025,0.022,0.003,2316593.0,128800635.0,2022-03-16,3.39466025915848e-07,3.998609193906828e-05,8.122326647392979e-05
RMRK,RMRK,13.65,0.03,0.044,0.006,4743523.0,128405686.0,2022-03-16,0.0003311718606913192,8.187668131306838e-05,8.071431922558348e-05
Qredo,QRDO,2.55,0.035,0.134,0.089,23819831.0,126060547.0,2022-03-16,6.186727064931986e-05,0.0004111477295921506,7.769227830121194e-05
Stratis,STRAX,0.931273,0.015,0.026,-0.0139999999999999,3193483.0,125656753.0,2022-03-16,2.2594242620048188e-05,5.51218556059919e-05,7.717193302828111e-05
STP Network,STPT,0.085865788522,0.0069999999999999,0.006,-0.0409999999999999,11751380.0,125461512.0,2022-03-16,2.08324779972092e-06,0.0002028374259487654,7.69203375825036e-05
Steem,STEEM,0.315524,0.013,0.01,0.009,6019119.0,124507907.0,2022-03-16,7.655140636825569e-06,0.00010389440256712886,7.569148362728589e-05
Alpha Finance,ALPHA,0.279294,0.018,0.054,0.021,7405255.0,124373230.0,2022-03-16,6.776140159598393e-06,0.00012782012518480591,7.551793340038182e-05
NKN,NKN,0.192439,0.03,0.078,0.064,9196680.0,124009174.0,2022-03-16,4.668892396706694e-06,0.00015874143279125444,7.504879612077367e-05
RSK Infrastructure Framework,RIF,0.150149,0.017,0.032,0.0069999999999999,1193005.0,123524355.0,2022-03-16,3.642866170321455e-06,2.0592140101333362e-05,7.442403875717479e-05
Balancer,BAL,11.45,0.0279999999999999,0.022,0.01,24421512.0,123217404.0,2022-03-16,0.0002777961761784905,0.00042153318434574367,7.402848928920007e-05
Dawn Protocol,DAWN,1.7,0.016,0.023,0.033,2418035.0,122765002.0,2022-03-16,4.124484708754513e-05,4.1737055158970514e-05,7.344550578235141e-05
GXChain,GXC,1.64,0.021,-0.008,-0.019,11166637.0,122187268.0,2022-03-16,3.9789146600831614e-05,0.00019274433348119487,7.270101439339714e-05
Sun Token,SUN,0.01159957152,0.012,0.013,0.02,35127631.0,121791772.0,2022-03-16,2.8142499578454415e-07,0.0006063286398463887,7.219136225873678e-05
Dero,DERO,10.86,0.034,0.015,-0.141,810741.0,120268451.0,2022-03-16,0.000263481788059141,1.3993983476930199e-05,7.02283492335154e-05
Kirobo,KIRO,0.126408,0.019,0.019,-0.074,30233.26,119964465.0,2022-03-16,3.0668697494036977e-06,5.21848211566622e-07,6.983662058440931e-05
Alien Worlds,TLM,0.096545880435,0.036,0.039,-0.002,44383919.0,119120382.0,2022-03-16,2.342364716319239e-06,0.0007660989503767644,6.874890110613265e-05
Strike,STRK,37.95,0.0069999999999999,0.0139999999999999,-0.031,9721665.0,118658676.0,2022-03-16,0.0009207305578102909,0.0001678030584098382,6.815392808874309e-05
Aavegotchi,GHST,1.95,0.0069999999999999,0.008,0.017,28297857.0,117328055.0,2022-03-16,4.731026578218475e-05,0.0004884417382253192,6.643923607397204e-05
Victoria VR,VR,0.144477,0.051,-0.003,0.032,7068380.0,117291824.0,2022-03-16,3.505253950977471e-06,0.00012200541594499831,6.639254734262993e-05
Ankr Reward-Bearing Staked ETH,AETHC,2196.39,0.021,0.002,-0.02,1309490.0,116894099.0,2022-03-16,0.053288099866842104,2.2602756519289547e-05,6.588002282845585e-05
Decentral Games,DG,0.306293,0.005,0.002,0.003,854759.0,116422219.0,2022-03-16,7.431181116944694e-06,1.4753766397354248e-05,6.527193918335318e-05
Meerkat Shares,MSHARE,12965.17,0.013,0.03,0.922,8304162.0,115928010.0,2022-03-16,0.31455673798868733,0.00014333591839780105,6.463508148613661e-05
FUNToken,FUN,0.010933267139,0.012,-0.004,-0.011,853332.0,115804492.0,2022-03-16,2.652593355891935e-07,1.4729135332166254e-05,6.447591119776715e-05
THORChain (ERC20),RUNE,7.15,0.07,-0.07,0.762,1838591.0,115794807.0,2022-03-16,0.00017347097463068898,3.173542731258512e-05,6.446343071522324e-05
TrueFi,TRU,0.180166,0.025,-0.008,0.069,9656824.0,115725924.0,2022-03-16,4.371128862149446e-06,0.00016668385525787273,6.437466529663036e-05
agEUR,AGEUR,1.1,0.003,0.003,0.011,3811883.0,115711833.0,2022-03-16,2.668784222041003e-05,6.579589254520386e-05,6.435650706436126e-05
sETH2,SETH2,2740.47,0.027,0.035,0.068,19698.74,114815124.0,2022-03-16,0.06648839188036022,3.4001468049148125e-07,6.320097159492755e-05
Maple,MPL,25.38,-0.005,-0.019,0.154,3006803.0,114666914.0,2022-03-16,0.0006157613058438105,5.189962207460108e-05,6.300998219711313e-05
Spookyswap,BOO,12.83,0.0279999999999999,-0.0279999999999999,-0.109,5125254.0,114555634.0,2022-03-16,0.00031127728737290124,8.846563796708247e-05,6.28665822902999e-05
AIOZ Network,AIOZ,0.237396,0.047,0.287,0.241,13715452.0,114207956.0,2022-03-16,5.759624509726349e-06,0.00023673874722831244,6.241855036361938e-05
Tomb Shares,TSHARE,2920.47,0.043,0.077,-0.351,10610367.0,113643147.0,2022-03-16,0.07085549334050074,0.00018314270584831091,6.169071465219529e-05
Beefy.Finance,BIFI,1455.73,0.012,0.047,-0.059,1429792.0,112999254.0,2022-03-16,0.03531844782535496,2.4679257152958817e-05,6.0860968101173645e-05
TitanSwap,TITAN,1.13,0.0,-0.002,-0.072,24704.16,112504097.0,2022-03-16,2.7415692463766782e-05,4.2641189584767506e-07,6.0222888772831475e-05
Phantasma,SOUL,1.08,0.0279999999999999,0.13,-0.024,2762350.0,112079479.0,2022-03-16,2.620260872483886e-05,4.768018424811146e-05,5.9675708851630714e-05
Tornado Cash,TORN,47.91,0.023,0.006,-0.071,10096292.0,111960444.0,2022-03-16,0.0011623768386047333,0.00017426939482061786,5.952231553829938e-05
Alchemix,ALCX,95.14,0.0279999999999999,-0.042,-0.125,8581305.0,111651916.0,2022-03-16,0.0023082557383960517,0.00014811960956766527,5.9124733884369885e-05
DODO,DODO,0.391699,0.033,0.064,0.0,53854854.0,111498427.0,2022-03-16,9.503273713082263e-06,0.0009295742253426041,5.892694175373676e-05
Hoo Token,HOO,1.34,-0.002,0.049,-0.0139999999999999,8376366.0,111488236.0,2022-03-16,3.251064416726407e-05,0.0001445822123227022,5.8913809219136344e-05
BTC Standard Hashrate Token,BTCST,15.38,0.032,0.022,-0.08,10770376.0,110711281.0,2022-03-16,0.00037314455805822545,0.00018590457838486713,5.7912593595501634e-05
KardiaChain,KAI,0.033106050211,0.005,0.012,0.092,3633167.0,110596002.0,2022-03-16,8.032081874175847e-07,6.27111234869435e-05,5.776404041561736e-05
Klever,KLV,0.021137782806,0.027,0.034,0.054,4429411.0,109983784.0,2022-03-16,5.128379759746524e-07,7.645487812573049e-05,5.697511155014845e-05
Orion Protocol,ORN,3.13,0.066,0.069,0.022,10611478.0,108618470.0,2022-03-16,7.59390420208838e-05,0.00018316188252204873,5.521571273301335e-05
BENQI Liquid Staked AVAX,SAVAX,73.3,0.035,0.036,0.003,232010.0,108588792.0,2022-03-16,0.0017783807612323339,4.004662532772581e-06,5.5177468462395046e-05
PlatON Network,LAT,0.045411075152,0.011,0.01,-0.0579999999999999,4190176.0,108434635.0,2022-03-16,1.1017487006781778e-06,7.232550680109859e-05,5.4978815519956105e-05
Hathor,HTR,0.479597,0.052,0.047,0.025,3389005.0,108345431.0,2022-03-16,1.1635826402767997e-05,5.849670853359313e-05,5.486386363922851e-05
Kava Swap,SWP,1.81,-0.009,-0.013,0.02,1850449.0,107989085.0,2022-03-16,4.391363131318656e-05,3.1940105077826346e-05,5.44046617773192e-05
Proton,XPR,0.010978430413,0.022,-0.02,-0.067,4912504.0,107238670.0,2022-03-16,2.6635507225491634e-07,8.479341714105184e-05,5.3437646670640115e-05
Utrust,UTK,0.233365,0.018,-0.011,-0.0069999999999999,6103029.0,107165105.0,2022-03-16,5.66182569869398e-06,0.00010534275062594075,5.334284783756397e-05
Regen,REGEN,0.862787,0.018,0.036,0.002,113190.0,106505797.0,2022-03-16,2.093265756116383e-05,1.9537423045753566e-06,5.249323689434672e-05
My Neighbor Alice,ALICE,6.07,0.032,0.057,-0.002,99300009.0,105126141.0,2022-03-16,0.0001472683658698458,0.0017139908863681745,5.071535639619511e-05
BakerySwap,BAKE,0.548429,0.027,0.033,-0.005,11013168.0,104901896.0,2022-03-16,1.3305806001125738e-05,0.00019009534613477843,5.042638522344771e-05
QuarkChain,QKC,0.015632618015,0.009,0.006,-0.019,2276212.0,103653419.0,2022-03-16,3.792734582130394e-07,3.9289086302518615e-05,4.881754728798348e-05
Hydra,HYDRA,8.93,0.005,-0.089,-0.004,444955.0,103576699.0,2022-03-16,0.0002166567557365231,7.680249201628482e-06,4.871868279435741e-05
TomoChain,TOMO,1.17,0.02,0.046,0.039,5201034.0,103142455.0,2022-03-16,2.838615945490912e-05,8.977365627117931e-05,4.815909842039798e-05
Pylon Protocol,MINE,0.053553941991,0.011,0.046,0.093,1026416.0,102790559.0,2022-03-16,1.2993082876911044e-06,1.7716691945339864e-05,4.770563100839272e-05
Ellipsis,EPS,0.164725,0.0139999999999999,0.036,0.042,8159278.0,102630468.0,2022-03-16,3.996504341893724e-06,0.00014083511443935867,4.7499331273654776e-05
Venus,XVS,8.52,0.017,0.0069999999999999,-0.011,7769662.0,102446263.0,2022-03-16,0.00020670946907731412,0.00013411005691007664,4.7261957263639227e-05
Railgun,RAIL,1.78,0.013,0.0559999999999999,-0.0409999999999999,448935.0,102343090.0,2022-03-16,4.318578106982981e-05,7.748946916728843e-06,4.712900436477474e-05
Seedify.fund,SFUND,4.33,0.016,0.033,-0.161,3442729.0,102337446.0,2022-03-16,0.000105053051755154,5.942402412305339e-05,4.7121731278199845e-05
Hermez Network,HEZ,6.09,0.009,0.003,0.0139999999999999,105821.0,102164945.0,2022-03-16,0.00014775359936541695,1.8265479672450643e-06,4.689943951575207e-05
Alpine F1 Team Fan Token,ALPINE,8.76,0.003,0.049,1.7180000000000002,153521893.0,99922202.0,2022-03-16,0.00021253227102416817,0.002649900318337232,4.400935021663257e-05
ICHI,ICHI,22.69,0.023,0.049,0.133,910181.0,99403281.0,2022-03-16,0.0005504974006894882,1.5710390710493002e-05,4.3340647637162515e-05
JasmyCoin,JASMY,0.021231711358,0.005,0.253,0.913,480261670.0,99367227.0,2022-03-16,5.151168399556974e-07,0.008289668185749707,4.3294186995176135e-05
CRYPTO20,C20,2.94,0.006,-0.047,-0.011,53097.41,98979226.0,2022-03-16,7.132932381295767e-05,9.165001871223835e-07,4.279419322052267e-05
Decentral Games Governance,XDG,0.32163,0.01,0.013,0.002,121569.0,98858963.0,2022-03-16,7.803282423023447e-06,2.0983699816672984e-06,4.2639217456745884e-05
Metal,MTL,1.52,0.024,0.0289999999999999,-0.0069999999999999,12492929.0,98095635.0,2022-03-16,3.68777456274046e-05,0.00021563710482689553,4.165556213622175e-05
Wilder World,WILD,1.17,0.065,-0.002,-0.127,4735954.0,97124495.0,2022-03-16,2.838615945490912e-05,8.174603482925064e-05,4.0404111871101346e-05
Wrapped Centrifuge,WCFG,0.486023,0.004,0.021,-0.008,1702240.0,97035126.0,2022-03-16,1.1791731924895013e-05,2.9381909184029995e-05,4.0288947364703156e-05
Bitcoin Diamond,BCD,0.515751,0.008,0.025,-0.016,823683.0,96592411.0,2022-03-16,1.2512982992712e-05,1.4217371876133434e-05,3.971844691767927e-05
cBAT,CBAT,0.013887822764,0.0,0.0,0.0,823683.0,96585801.0,2022-03-16,3.369418032781041e-07,1.4217371876133434e-05,3.970992900445105e-05
sUSD,SUSD,0.995877,-0.001,0.001,-0.002,8450530.0,95584478.0,2022-03-16,2.4161643857442183e-05,0.00014586233728318038,3.8419583705296296e-05
sETH,SETH,2732.47,0.025,0.034,0.065,5049393.0,95094991.0,2022-03-16,0.06629429848213175,8.715622154365822e-05,3.778881096818014e-05
Bounce,AUCTION,13.1,0.016,0.018,0.027,1741028.0,94296802.0,2022-03-16,0.000317827939563112,3.0051418473807087e-05,3.676023235370006e-05
Augur,REP,13.43,0.019,0.02,-0.015,7904878.0,93213520.0,2022-03-16,0.0003258342922400363,0.00013644398410731545,3.5364271373717615e-05
Verasity,VRA,0.020985885492,0.048,0.0559999999999999,0.009,58902495.0,92248152.0,2022-03-16,5.091526927426477e-07,0.0010167002060830323,3.4120259141146874e-05
Neutrino System Base Token,NSBT,36.47,0.0139999999999999,0.09,0.349,365249.0,92043237.0,2022-03-16,0.0008848232791380243,6.3044652619829e-06,3.3856197387870164e-05
Platypus Finance,PTP,4.82,0.045,-0.049,-0.153,2928863.0,91532885.0,2022-03-16,0.00011694127239664767,5.055432058843973e-05,3.3198537168226515e-05
Ampleforth,AMPL,1.12,0.019,0.146,0.235,9846521.0,91484573.0,2022-03-16,2.71730757159812e-05,0.00016995816441902682,3.313628037187532e-05
Wanchain,WAN,0.473501,0.018,0.01,-0.024,7300330.0,91110234.0,2022-03-16,1.1487927233317905e-05,0.00012600904283382466,3.2653892002747396e-05
IDEX,IDEX,0.142817,0.013,-0.002,-0.018,22972045.0,90978713.0,2022-03-16,3.464979570845064e-06,0.00039651432228208144,3.248440872503367e-05
Dopex Rebate Token,RDPX,101.45,0.0559999999999999,0.04,0.113,3498225.0,90554011.0,2022-03-16,0.002461346906248756,6.03819257303925e-05,3.1937120558036985e-05
Everipedia,IQ,0.009006140462,0.0069999999999999,0.031,0.022,3388475.0,89718345.0,2022-03-16,2.1850401489473526e-07,5.848756034540138e-05,3.0860247566241676e-05
ZoidPay,ZPAY,0.309582,0.037,0.049,0.32,200162.0,89683955.0,2022-03-16,7.510977765291374e-06,3.4549427261101913e-06,3.081593122192727e-05
Electroneum,ETN,0.005086662997,0.017,0.026,-0.017,176858.0,89440714.0,2022-03-16,1.2341092733701635e-07,3.0526986173918933e-06,3.050248103561206e-05
KeeperDAO,ROOK,108.14,0.005,0.022,-0.001,420336.0,87457228.0,2022-03-16,0.002623657510517312,7.255307229755165e-06,2.7946480787900506e-05
cUNI,CUNI,0.177688,0.001,0.008,0.0,818771.0,86960205.0,2022-03-16,4.311008432048178e-06,1.4132587158401531e-05,2.7305996856519935e-05
Dvision Network,DVI,0.348705,0.011,0.045,-0.1689999999999999,893982.0,85948342.0,2022-03-16,8.460167267652918e-06,1.5430784105741554e-05,2.6002069287255444e-05
AllianceBlock,ALBT,0.222035,0.025,0.075,0.046,594392.0,85612394.0,2022-03-16,5.386940923452912e-06,1.0259641274857808e-05,2.5569153112793805e-05
Bonfida,FIDA,1.61,0.02,0.0069999999999999,-0.114,4391814.0,85251644.0,2022-03-16,3.906129635747487e-05,7.580592636828621e-05,2.5104276078440174e-05
Adventure Gold,AGLD,1.1,-0.002,0.1889999999999999,0.098,57235927.0,85075417.0,2022-03-16,2.668784222041003e-05,0.0009879340217465048,2.487718284175816e-05
Avalaunch,XAVA,3.78,0.0289999999999999,0.032,-0.022,709787.0,84389747.0,2022-03-16,9.170913062694681e-05,1.225144349445736e-05,2.3993600759581444e-05
HUNT,HUNT,0.769839,0.005,0.044,-0.032,72974143.0,83873286.0,2022-03-16,1.8677583413846375e-05,0.0012595871571625728,2.3328068235563946e-05
Automata,ATA,0.367835,0.031,0.0409999999999999,0.035,10518480.0,83514063.0,2022-03-16,8.924293106166743e-06,0.00018155666892684686,2.2865158955143677e-05
Banana,BANANA,18.71,0.016,-0.141,0.708,550846.0,83416764.0,2022-03-16,0.0004539359350708253,9.508005420144156e-06,2.273977553015248e-05
chrono.tech,TIME,118.16,0.023,0.036,-0.147,295233.0,83232136.0,2022-03-16,0.0028667594917984682,5.09593781965453e-06,2.250185642523594e-05
Celo Dollar,CUSD,0.999208,0.003,0.005,0.001,770929.0,82951206.0,2022-03-16,2.424245949612956e-05,1.3306799197137337e-05,2.213983866983479e-05
CertiK,CTK,1.18,0.016,0.04,0.04,7896532.0,82919242.0,2022-03-16,2.8628776202694707e-05,0.00013629992603439393,2.209864856719839e-05
Adshares,ADS,3.46,0.0139999999999999,0.063,0.3289999999999999,1223986.0,82839334.0,2022-03-16,8.39453946978081e-05,2.1126894852972633e-05,2.199567588788827e-05
DFI.money,YFII,2051.79,0.022,0.086,0.104,16874472.0,81618922.0,2022-03-16,0.049779861693862545,0.00029126574621231847,2.0423003646032184e-05
Gains Farm,GFARM2,2267.65,0.013,0.033,0.036,133497.0,81067367.0,2022-03-16,0.05501698681156218,2.304255998179136e-06,1.971224757483908e-05
Gitcoin,GTC,5.67,0.04,0.06,-0.005,13047215.0,80324424.0,2022-03-16,0.0001375636959584224,0.00022520448716662392,1.8754861189437027e-05
Biswap,BSW,0.357696,0.019,0.042,0.149,5174312.0,80023062.0,2022-03-16,8.678303985586939e-06,8.93124149789904e-05,1.8366513932813658e-05
Clover Finance,CLV,0.305749,0.02,0.01,-0.016,8210647.0,79586374.0,2022-03-16,7.417982765865158e-06,0.00014172178100392913,1.7803780121648547e-05
SafePal,SFP,0.733022,0.027,0.023,-0.039,14792090.0,78755589.0,2022-03-16,1.7784341333524184e-05,0.0002553223076781172,1.6733196983781653e-05
Enzyme,MLN,53.93,0.02,0.02,0.046,7197240.0,78254927.0,2022-03-16,0.0013084321207716557,0.00012422963392686581,1.6088023689884065e-05
Crabada,CRA,0.908045,0.047,0.106,0.031,2532869.0,78203679.0,2022-03-16,2.2030692438291832e-05,4.371917410767276e-05,1.6021983445236652e-05
Covalent,CQT,0.308264,0.022,-0.039,-0.147,4464667.0,78070115.0,2022-03-16,7.4790008779332325e-06,7.706342250853913e-05,1.584986747512879e-05
Aergo,AERGO,0.216541,0.011,0.003,-0.14,8958942.0,78030243.0,2022-03-16,5.253647282219511e-06,0.00015463790078308116,1.5798486803988816e-05
Nerve Finance,NRV,0.01746492327,0.001,-0.0279999999999999,-0.087,37129.53,77747624.0,2022-03-16,4.237282524048931e-07,6.408828828518406e-07,1.5434292534904993e-05
Swarm,BZZ,1.2,0.013,0.049,-0.008,1500542.0,77516525.0,2022-03-16,2.9114009698265878e-05,2.5900453972896146e-05,1.5136489020664971e-05
BENQI,QI,0.049616183289,0.036,0.011,-0.023,9851172.0,77090931.0,2022-03-16,1.2037716667067418e-06,0.00017003844408559259,1.4588051386406621e-05
Somnium Space CUBEs,CUBE,5.9,0.024,0.055,0.114,223101.0,76435550.0,2022-03-16,0.00014314388115749087,3.850886667488883e-06,1.374350093414961e-05
Rai Reflex Index,RAI,3.03,0.001,-0.001,0.003,1012855.0,76393616.0,2022-03-16,7.351287454302794e-05,1.7482619152757953e-05,1.3689463086447373e-05
PEAKDEFI,PEAK,0.056409521696,0.004,0.0069999999999999,-0.175,51980.14,76293156.0,2022-03-16,1.3685894337980666e-06,8.972152885921872e-07,1.3560006269063677e-05
Propy,PRO,1.31,0.021,-0.039,-0.1889999999999999,1379488.0,76264908.0,2022-03-16,3.178279392390731e-05,2.3810973268434044e-05,1.352360475425725e-05
Aurory,AURY,8.02,0.006,0.002,-0.008,1527291.0,76264310.0,2022-03-16,0.00019457863168803485,2.6362161304860862e-05,1.3522834147281382e-05
mStable USD,MUSD,0.999331,0.001,0.003,-0.0,207110.0,75247445.0,2022-03-16,2.4245443682127322e-05,3.57487029508439e-06,1.2212460798596692e-05
bZx Protocol,BZRX,0.177963,0.022,0.427,0.48,16.65,74186632.0,2022-03-16,4.317680392612281e-06,2.8739119508065805e-10,1.0845454280388028e-05
ShapeShift FOX Token,FOX,0.273188,0.0139999999999999,0.001,-0.005,593740.0,73980085.0,2022-03-16,6.627998373400514e-06,1.0248387277308705e-05,1.057928946593303e-05
SingularityNET,AGIX,0.084142124159,0.026,-0.003,-0.036,868150.0,73918145.0,2022-03-16,2.041428815518423e-06,1.4984904865421821e-05,1.0499471077830846e-05
Handshake,HNS,0.156275,0.019,-0.054,-0.108,197146.0,73747459.0,2022-03-16,3.7914931900149045e-06,3.4028843570793644e-06,1.0279518197759647e-05
Kin,KIN,4.1143641e-05,-0.022,0.094,-0.008,1152459.0,73595419.0,2022-03-16,9.981776328223942e-10,1.989228644393154e-05,1.0083593307106493e-05
RIZON,ATOLO,0.035663494252,0.046,0.023,-0.016,331202.0,72989274.0,2022-03-16,8.652560630046891e-07,5.716789104690938e-06,9.302490354956021e-06
Vader Protocol,VADER,0.014381539264,-0.039,-0.096,-0.337,1480880.0,72963217.0,2022-03-16,3.4892019243391225e-07,2.556107345171441e-05,9.268912251327057e-06
DeFi Pulse Index,DPI,155.37,0.0289999999999999,0.042,0.054,207236.0,72755648.0,2022-03-16,0.0037695364103086304,3.577045147371487e-06,9.00143044635478e-06
Sai,SAI,1.0,0.0,0.0,0.0,207236.0,72643253.0,2022-03-16,2.4261674742554178e-05,3.577045147371487e-06,8.856593705464482e-06
Sovryn,SOV,3.43,0.006,-0.0069999999999999,-0.071,406765.0,72604865.0,2022-03-16,8.321754445445134e-05,7.021061829848882e-06,8.807125376719449e-06
Badger DAO,BADGER,7.32,0.024,0.027,-0.006,4125819.0,72581913.0,2022-03-16,0.00017759545934304392,7.121465784363277e-05,8.777548501619017e-06
TempleDAO,TEMPLE,0.666697,0.021,-0.003,-0.025,1492924.0,71996496.0,2022-03-16,1.6175185753836293e-05,2.5768961713188972e-05,8.023156488257412e-06
Wrapped NXM,WNXM,26.65,0.027,0.024,0.005,3964149.0,70945266.0,2022-03-16,0.0006465736328125798,6.842411523049823e-05,6.668499011269004e-06
Hifi Finance,MFT,0.00755611809,0.011,-0.054,0.052,58152200.0,70736052.0,2022-03-16,1.8332404368363728e-07,0.0010037495648390056,6.39889739279289e-06
Dock,DOCK,0.033479547514,0.024,-0.002,-0.0,3240870.0,70448413.0,2022-03-16,8.122698575136395e-07,5.593978993399714e-05,6.0282341487611615e-06
Sifchain,EROWAN,0.091107956047,0.026,-0.024,-0.023,3841586.0,70322023.0,2022-03-16,2.210431563347191e-06,6.630858808078828e-05,5.865362885082849e-06
Retreeb,TREEB,0.225841,0.035,0.1369999999999999,0.07,905540.0,70125336.0,2022-03-16,5.479280857660105e-06,1.56302836512516e-05,5.61190406524664e-06
Presearch,PRE,0.179852,0.022,-0.042,0.0,598873.0,70111160.0,2022-03-16,4.363510696268978e-06,1.0336986616909247e-05,5.593636298541172e-06
PlatonCoin,PLTC,0.640304,-0.001,0.019,0.126,280435.0,69590558.0,2022-03-16,1.5534847371405798e-05,4.8405135010477085e-06,4.922767514511871e-06
Aave [OLD],LEND,1.36,0.026,0.08,0.038,5128.17,69502548.0,2022-03-16,3.2995877662835235e-05,8.851597026286958e-08,4.809354270455149e-06
ShareToken,SHR,0.007189378251,0.013,-0.046,-0.138,221837.0,69453171.0,2022-03-16,1.7442632098147838e-07,3.829069101688165e-06,4.745725072048283e-06
Circuits of Value,COVAL,0.038262750519,-0.001,0.035,-0.038,601191.0,69008937.0,2022-03-16,9.283183732207732e-07,1.0376996994698854e-05,4.173267180214465e-06
Travala.com,AVA,1.33,0.018,0.021,0.051,3953320.0,68723455.0,2022-03-16,3.226802741947848e-05,6.823719875893497e-05,3.80538353358565e-06
Redacted Cartel,BTRFLY,114.27,0.009,0.004,-0.204,580990.0,68675140.0,2022-03-16,0.0027723815769098758,1.0028312938733425e-05,3.7431228713131755e-06
IRISnet,IRIS,0.05572426797,0.022,-0.008,-0.027,6277598.0,68613799.0,2022-03-16,1.351964030757059e-06,0.00010835593942678372,3.6640763788272783e-06
ChainX,PCX,1.77,0.054,0.172,0.078,445046.0,68530128.0,2022-03-16,4.2943164322044224e-05,7.681819928280273e-06,3.556254545587087e-06
Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,66.16,0.049,0.06,0.119,2344685.0,68519516.0,2022-03-16,0.0016051524033134262,4.047098043469626e-05,3.5425794933665423e-06
cVault.finance,CORE,6768.4,0.016,0.031,0.004,295513.0,68514733.0,2022-03-16,0.16421271957115938,5.100770824736967e-06,3.5364159262000447e-06
ThunderCore,TT,0.007869637878,0.006,-0.003,0.018,13601229.0,67862398.0,2022-03-16,1.9093055881673586e-07,0.00023476717458712938,2.6957906726863276e-06
OpenDAO,SOS,1.708294e-06,0.03,0.053,-0.09,14382323.0,67555662.0,2022-03-16,4.141006912879144e-11,0.0002482494291294916,2.300518262403589e-06
Carry,CRE,0.007639549275,0.0139999999999999,-0.023,-0.001,15140717.0,66948840.0,2022-03-16,1.8534822396049702e-07,0.0002613398650455277,1.5185429006834558e-06
ARPA Chain,ARPA,0.068515692234,0.0279999999999999,0.026,-0.008,14838311.0,66892485.0,2022-03-16,1.6623054062047894e-06,0.00025612011599210056,1.4459215693709155e-06
GuildFi,GF,1.54,0.005,0.0069999999999999,0.0409999999999999,7298293.0,66370610.0,2022-03-16,3.7362979122975764e-05,0.00012597388272184994,7.734123460769485e-07
EverRise,RISE,0.000950733762,0.013,0.081,0.03,423218.0,66340451.0,2022-03-16,2.306635733031407e-08,7.305052660639397e-06,7.345482394128622e-07
SuperRare,RARE,0.458127,0.018,0.0289999999999999,0.0289999999999999,16421385.0,66264262.0,2022-03-16,1.1114928245272346e-05,0.0002834451327345101,6.363680138539679e-07
Oxygen,OXY,0.325739,0.015,0.001,0.084,464624.0,65770433.0,2022-03-16,7.902973644688543e-06,8.019750547937278e-06,0.0
Bitcoin,BTC,40851.38,0.001,0.0,-0.027,20476118020.0,776077432316.0,2022-03-17,0.9911228958152732,0.35343279449732123,1.0
Ethereum,ETH,2824.42,0.004,0.0289999999999999,0.034,13640408875.0,339077214308.0,2022-03-17,0.06852515947802021,0.23544344792643032,0.43686385208746137
Tether,USDT,1.0,-0.0,0.0,0.0,44131404071.0,80205879149.0,2022-03-17,2.4261674742554178e-05,0.7617403577508775,0.10327178398522935
BNB,BNB,389.61,0.002,0.016,-0.01,1425353937.0,65561157431.0,2022-03-17,0.009452591110438174,0.024602652934976037,0.08440000352452796
USD Coin,USDC,0.999739,-0.001,0.0,-0.0,3569816487.0,52596068421.0,2022-03-17,2.4255342445436974e-05,0.06161764723228628,0.06769266567532596
XRP,XRP,0.796926,0.006,0.016,0.038,3642947060.0,38342363497.0,2022-03-17,1.933475939857319e-05,0.06287993448582402,0.04932476526334858
Terra,LUNA,87.64,-0.0,-0.02,-0.118,1555363904.0,32256574723.0,2022-03-17,0.002126293177556863,0.02684672018954222,0.04148237181370277
Solana,SOL,90.62,0.016,0.0579999999999999,0.0279999999999999,1921988835.0,29270600684.0,2022-03-17,0.0021985929683969673,0.033174935028368276,0.037634524950481016
